"dataset","backend","graph_mode","knn_recall_at_k","affinity_edge_jaccard","affinity_weight_pearson","affinity_weight_spearman","affinity_weight_l1_similarity","umap_graph_edge_jaccard","umap_graph_weight_pearson","umap_graph_weight_spearman","umap_graph_weight_l1_similarity","validation_sample_n","suite","profile","source_file"
"Macosko2015_retina","cpu","fuzzy",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014349456397,0.99847144475113,0.999754924530074,0,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/Macosko2015_retina/standard/cpu4/20260721_084502_1071183/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cpu","binary",0.99795,0.995014871601525,0.986944966750025,0.999745055375788,0.997948880119176,0.995014871601525,-0.00249843966560774,,0,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/Macosko2015_retina/standard/cpu4/20260721_084502_1071183/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cuda","fuzzy",0.999983333333333,0.999958002603839,0.999892382890923,0.999999999128483,0.999983370693233,0.999957998193922,0.999999482760652,0.999986836684928,0.901561935322775,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/Macosko2015_retina/standard/cuda/20260722_125341_1071194/knn_affinity_umap_graph_agreement.csv"
"Macosko2015_retina","cuda","binary",0.999983333333333,0.999958002603839,0.999892382890923,0.999999999128483,0.999983370693233,0.999958002603839,-2.09991390352995e-05,,0,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/Macosko2015_retina/standard/cuda/20260722_125341_1071194/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","fuzzy",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,0.999931726447371,0.999990908731033,0.0373311952062068,873,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu1/20260726_110549_1117504/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","binary",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,-0.000616961700915951,,0,873,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu1/20260726_110549_1117504/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","fuzzy",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,0.999931726447371,0.999990908731033,0.0373311952062068,873,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","binary",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,-0.000616961700915951,,0,873,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cpu4/20260726_110110_1117515/knn_affinity_umap_graph_agreement.csv"
"MetRef","cuda","fuzzy",1,1,1,0.999999999926885,0.999999998961253,1,0.999999999998932,0.999990182887465,0.998173436120851,873,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/knn_affinity_umap_graph_agreement.csv"
"MetRef","cuda","binary",1,1,1,0.999999999926885,0.999999998961253,1,,,1,873,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/landmark/cuda/20260726_111333_1117526/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","fuzzy",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,0.999931726447371,0.999990908731033,0.0373311952062068,873,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","binary",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,-0.000616961700915951,,0,873,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu1/20260721_084502_1071174/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","fuzzy",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,0.999931726447371,0.999990908731033,0.0373311952062068,873,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/knn_affinity_umap_graph_agreement.csv"
"MetRef","cpu","binary",0.999503627338679,0.998766837412256,0.996702095586042,0.999999037634426,0.999504451140095,0.998766837412256,-0.000616961700915951,,0,873,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cpu4/20260721_084502_1071185/knn_affinity_umap_graph_agreement.csv"
"MetRef","cuda","fuzzy",1,1,1,0.999999999926885,0.999999998961253,1,0.999999999998932,0.999990182887465,0.998173436120851,873,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cuda/20260722_125527_1071196/knn_affinity_umap_graph_agreement.csv"
"MetRef","cuda","binary",1,1,1,0.999999999926885,0.999999998961253,1,,,1,873,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/MetRef/standard/cuda/20260722_125527_1071196/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","fuzzy",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897546232263,0.999998149455853,0.999990128560883,0.898649121410983,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/landmark/cpu1/20260726_110549_1117506/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","binary",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897920122496,-5.1042543960391e-05,,0,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/landmark/cpu1/20260726_110549_1117506/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","fuzzy",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897546232263,0.999998149455853,0.999990128560883,0.898649121410983,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/landmark/cpu4/20260726_110110_1117517/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","binary",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897920122496,-5.1042543960391e-05,,0,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/landmark/cpu4/20260726_110110_1117517/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cuda","fuzzy",1,1,0.999999999999994,0.999999999743775,0.999999991826941,1,0.999999999892679,0.999978290147732,0.974845463436793,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/landmark/cuda/20260726_111519_1117528/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cuda","binary",1,1,0.999999999999994,0.999999999743775,0.999999991826941,1,,,1,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/landmark/cuda/20260726_111519_1117528/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","fuzzy",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897546232263,0.999998149455853,0.999990128560883,0.898649121410983,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/standard/cpu1/20260721_084502_1071176/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","binary",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897920122496,-5.1042543960391e-05,,0,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/standard/cpu1/20260721_084502_1071176/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","fuzzy",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897546232263,0.999998149455853,0.999990128560883,0.898649121410983,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/standard/cpu4/20260721_084502_1071187/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","binary",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897920122496,-5.1042543960391e-05,,0,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/TabulaMuris/standard/cpu4/20260721_084502_1071187/knn_affinity_umap_graph_agreement.csv"
