"dataset","method","backend","requested_threads","seed_a","seed_b","rmsd","correlation","neighbor_stability_15","suite","profile","source_file"
"FlowRepository_FR-FCM-ZYRM_files","fastEmbedR_umap_cuda_binary_knn","cuda",1,17,42,0.0193692848553715,0.624830804191476,0.687466666666667,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/FlowRepository_FR-FCM-ZYRM_files/standard/cuda/20260721_193418_1071192/stability_pairwise.csv"
"FlowRepository_FR-FCM-ZYRM_files","fastEmbedR_umap_cuda_fuzzy_full","cuda",1,4,17,0.0275767837771951,0.239520996505827,0.808233333333333,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/FlowRepository_FR-FCM-ZYRM_files/standard/cuda/20260721_193418_1071192/stability_pairwise.csv"
"FlowRepository_FR-FCM-ZYRM_files","fastEmbedR_umap_cuda_fuzzy_full","cuda",1,4,42,0.0264441332571637,0.300707816277369,0.802866666666667,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/FlowRepository_FR-FCM-ZYRM_files/standard/cuda/20260721_193418_1071192/stability_pairwise.csv"
"FlowRepository_FR-FCM-ZYRM_files","fastEmbedR_umap_cuda_fuzzy_full","cuda",1,17,42,0.0254347568635382,0.353073143292694,0.8048,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/FlowRepository_FR-FCM-ZYRM_files/standard/cuda/20260721_193418_1071192/stability_pairwise.csv"
"FlowRepository_FR-FCM-ZYRM_files","fastEmbedR_umap_cuda_fuzzy_knn","cuda",1,4,17,0.0220463423305741,0.513958789843137,0.743933333333333,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/FlowRepository_FR-FCM-ZYRM_files/standard/cuda/20260721_193418_1071192/stability_pairwise.csv"
"FlowRepository_FR-FCM-ZYRM_files","fastEmbedR_umap_cuda_fuzzy_knn","cuda",1,4,42,0.0256217466903336,0.343526096536378,0.763066666666667,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/FlowRepository_FR-FCM-ZYRM_files/standard/cuda/20260721_193418_1071192/stability_pairwise.csv"
"FlowRepository_FR-FCM-ZYRM_files","fastEmbedR_umap_cuda_fuzzy_knn","cuda",1,17,42,0.0231960986629267,0.46194100681977,0.787666666666667,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/FlowRepository_FR-FCM-ZYRM_files/standard/cuda/20260721_193418_1071192/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",1,4,17,0.00165897861305185,0.997247789961437,0.893466666666667,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",1,4,42,0.00142659836846679,0.997964817095088,0.921133333333333,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",1,17,42,0.000821505678975017,0.999325128419412,0.932033333333333,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_landmark","cpu",1,4,17,0.0078231829426943,0.938797808645137,0.393133333333333,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_landmark","cpu",1,4,42,0.00719169880346923,0.948279468320179,0.385566666666667,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_landmark","cpu",1,17,42,0.00842428754469717,0.92903137936426,0.3955,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",1,4,17,0.0180738755899648,0.673335021158475,0.828666666666667,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",1,4,42,0.0161777316183335,0.738280999685171,0.832866666666667,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",1,17,42,0.0144752118318403,0.790468242423351,0.837966666666667,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_landmark","cpu",1,4,17,0.00955891116216488,0.908627217393839,0.444333333333333,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_landmark","cpu",1,4,42,0.0109866201380638,0.879294177941892,0.4312,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_landmark","cpu",1,17,42,0.0122319043313716,0.850380516428173,0.437333333333333,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu1/20260726_110549_1117505/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",4,4,17,0.000825372549254172,0.999318760154938,0.9286,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",4,4,42,0.000598180188739479,0.9996421804618,0.952666666666667,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",4,17,42,0.000713989834452526,0.999490218516298,0.935733333333333,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_landmark","cpu",4,4,17,0.00852312603031329,0.927356322671396,0.398866666666667,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_landmark","cpu",4,4,42,0.00688390913047712,0.952611795083334,0.390066666666667,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_landmark","cpu",4,17,42,0.00943603187567716,0.910961302441204,0.394933333333333,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",4,4,17,0.018180087141541,0.669484431525976,0.853933333333333,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",4,4,42,0.0163596882120346,0.732360601605016,0.756533333333333,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",4,17,42,0.0140245147254936,0.803312986714414,0.782233333333333,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_landmark","cpu",4,4,17,0.0100750664203096,0.89849303662635,0.4296,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_landmark","cpu",4,4,42,0.0105911884500618,0.887826727215278,0.4137,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_landmark","cpu",4,17,42,0.0118830073577795,0.858794136134958,0.4272,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cpu4/20260726_110110_1117516/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cuda_full","cuda",1,4,17,0.000642950461954337,0.999586614703473,0.951733333333333,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cuda_full","cuda",1,4,42,0.000477899709299471,0.999771611867851,0.955566666666667,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cuda_full","cuda",1,17,42,0.000661594654496277,0.999562292513142,0.958933333333333,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cuda_landmark","cuda",1,4,17,0.00883496437727917,0.921943404452208,0.399566666666667,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cuda_landmark","cuda",1,4,42,0.00659375539999531,0.956522389725033,0.3966,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cuda_landmark","cuda",1,17,42,0.00920064813507225,0.915348073894591,0.3996,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cuda_binary_full","cuda",1,4,17,0.0134445533907277,0.819243984123872,0.811866666666667,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cuda_binary_full","cuda",1,4,42,0.0128916542314338,0.833805251177156,0.827,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cuda_binary_full","cuda",1,17,42,0.00730358196849284,0.946657690429506,0.7923,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cuda_binary_landmark","cuda",1,4,17,0.0245253089455094,0.398509221127315,0.437933333333333,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cuda_binary_landmark","cuda",1,4,42,0.0244700433480829,0.401216978542942,0.431266666666667,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cuda_binary_landmark","cuda",1,17,42,0.0142050414533968,0.79821679730728,0.443266666666667,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/MNIST/landmark/cuda/20260726_111421_1117527/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",1,4,17,0.00165897861305185,0.997247789961437,0.893466666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",1,4,42,0.00142659836846679,0.997964817095088,0.921133333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",1,17,42,0.000821505678975017,0.999325128419412,0.932033333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_knn","cpu",1,4,17,8.19934947883027e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_knn","cpu",1,4,42,8.19934947883027e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_knn","cpu",1,17,42,8.19934947883027e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",1,4,17,0.0180738755899648,0.673335021158475,0.828666666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",1,4,42,0.0161777316183335,0.738280999685171,0.832866666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",1,17,42,0.0144752118318403,0.790468242423351,0.837966666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_knn","cpu",1,4,17,0.0180738755899648,0.673335021158475,0.828666666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_knn","cpu",1,4,42,0.0161777316183335,0.738280999685171,0.832866666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_knn","cpu",1,17,42,0.0144752118318403,0.790468242423351,0.837966666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,4,17,0.0247486393344638,0.38750485109263,0.852533333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,4,42,0.022026401276684,0.514837646798494,0.827433333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,17,42,0.0166114882737081,0.724058457332457,0.839366666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,4,17,0.0247486393344638,0.38750485109263,0.852533333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,4,42,0.022026401276684,0.514837646798494,0.827433333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,17,42,0.0166114882737081,0.724058457332457,0.839366666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","KlugerLab_FItSNE","cpu",1,4,17,0.00205849214514659,0.99576261008837,0.812933333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","KlugerLab_FItSNE","cpu",1,4,42,0.00190020758203785,0.996389211145166,0.814466666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","KlugerLab_FItSNE","cpu",1,17,42,0.00227182934299261,0.994838791436318,0.798033333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","Rtsne_full","cpu",1,4,17,0.0256343490500589,0.342880148779747,0.672966666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","Rtsne_full","cpu",1,4,42,0.015831741831109,0.749355950593114,0.7342,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","Rtsne_full","cpu",1,17,42,0.0224111598113952,0.497739915908102,0.695833333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","Rtsne_neighbors","cpu",1,4,17,8.04683930272874e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","Rtsne_neighbors","cpu",1,4,42,8.04683930272874e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","Rtsne_neighbors","cpu",1,17,42,8.04683930272874e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","umap_package_knn","cpu",1,4,17,0.00228838659505548,0.99476328679157,0.8434,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","umap_package_knn","cpu",1,4,42,0.00283764117950885,0.991947792536356,0.869466666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","umap_package_knn","cpu",1,17,42,0.00251045012121019,0.993697640188916,0.855966666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_default","cpu",1,4,17,0.00131640827672089,0.998267069248981,0.870866666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_default","cpu",1,4,42,0.00418135080576354,0.98251630543914,0.813633333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_default","cpu",1,17,42,0.00397808797161087,0.984174816090125,0.810233333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_fast_sgd","cpu",1,4,17,0.00423579528420503,0.982058038310306,0.815533333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_fast_sgd","cpu",1,4,42,0.00167689374837836,0.997188027356649,0.849333333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_fast_sgd","cpu",1,17,42,0.00428829914075966,0.98161049047936,0.844666666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_knn","cpu",1,4,17,0.00217189889045862,0.995282855209624,0.8398,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_knn","cpu",1,4,42,0.0022967030111485,0.994725155278581,0.856666666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","uwot_knn","cpu",1,17,42,0.00210654773581907,0.995562456636715,0.833166666666667,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu1/20260721_084502_1071175/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",4,4,17,0.000825372549254172,0.999318760154938,0.9286,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",4,4,42,0.000598180188739479,0.9996421804618,0.952666666666667,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_full","cpu",4,17,42,0.000713989834452526,0.999490218516298,0.935733333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_knn","cpu",4,4,17,8.19934947883027e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_knn","cpu",4,4,42,8.19934947883027e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_opentsne_cpu_knn","cpu",4,17,42,8.19934947883027e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",4,4,17,0.0180742148897959,0.673322756117481,0.7974,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",4,4,42,0.0151782002603949,0.769622236855348,0.790766666666667,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_full","cpu",4,17,42,0.0134193247796548,0.819921722458144,0.809066666666667,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_knn","cpu",4,4,17,0.0181880990159007,0.669193054187794,0.808033333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_knn","cpu",4,4,42,0.0151247343743609,0.771242410105027,0.7842,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_binary_knn","cpu",4,17,42,0.0137086823151443,0.812072029182449,0.785966666666667,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,4,17,0.0247660748485529,0.386641536595874,0.798233333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,4,42,0.0223000955085457,0.502705740309739,0.854633333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,17,42,0.0173776733457775,0.698016469087456,0.764333333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,4,17,0.0246460829859997,0.392570593447217,0.755533333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,4,42,0.0218907431090912,0.520795366131777,0.7877,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,17,42,0.0175100707750856,0.693397421451493,0.7711,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","KlugerLab_FItSNE","cpu",4,4,17,0.00205849214514659,0.99576261008837,0.812933333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","KlugerLab_FItSNE","cpu",4,4,42,0.00190020758203785,0.996389211145166,0.814466666666667,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","KlugerLab_FItSNE","cpu",4,17,42,0.00227182934299261,0.994838791436318,0.798033333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","Rtsne_full","cpu",4,4,17,0.0138160794080705,0.80911594978989,0.692133333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","Rtsne_full","cpu",4,4,42,0.0223735026959967,0.499426377112227,0.703133333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","Rtsne_full","cpu",4,17,42,0.0212973792178463,0.546421638451247,0.6705,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","Rtsne_neighbors","cpu",4,4,17,8.06993434711335e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","Rtsne_neighbors","cpu",4,4,42,8.06993434711335e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","Rtsne_neighbors","cpu",4,17,42,8.06993434711335e-18,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
"MNIST","umap_package","cpu",4,4,17,0.00212541904639918,0.995482593877204,0.850633333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/MNIST/standard/cpu4/20260721_084502_1071186/stability_pairwise.csv"
