"dataset","method","backend","requested_threads","seed_a","seed_b","rmsd","correlation","neighbor_stability_15","suite","profile","source_file"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",1,4,17,0.00304334714442335,0.993331387474142,0.959490740740741,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",1,4,42,0.00365950521597315,0.990357775533471,0.955833333333333,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",1,17,42,0.00248600759583011,0.995550231688102,0.95962962962963,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_landmark","cpu",1,4,17,0.00874726512579716,0.944909454029689,0.474444444444444,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_landmark","cpu",1,4,42,0.0118201752326651,0.899404089377745,0.478472222222222,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_landmark","cpu",1,17,42,0.0102746449245136,0.92399080360612,0.468055555555556,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",1,4,17,0.0173661647764214,0.78285975108989,0.71662037037037,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",1,4,42,0.0267670908164571,0.484136451440946,0.688333333333333,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",1,17,42,0.0265421966623589,0.4927684933624,0.710277777777778,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_landmark","cpu",1,4,17,0.0225058720811188,0.635309719745187,0.0916666666666667,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_landmark","cpu",1,4,42,0.0191651803555674,0.735541020595772,0.0891666666666667,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_landmark","cpu",1,17,42,0.0195160874763595,0.72576807732286,0.0917592592592593,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu1/20260726_110344_1117497/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",4,4,17,0.00262793878076215,0.995027635190488,0.953518518518519,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",4,4,42,0.00231572570077623,0.99613893842471,0.963148148148148,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",4,17,42,0.00237694875567397,0.995932082521288,0.972916666666667,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_landmark","cpu",4,4,17,0.00934387161553031,0.93713828552739,0.472638888888889,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_landmark","cpu",4,4,42,0.0143583820900414,0.851562541904592,0.447407407407407,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_landmark","cpu",4,17,42,0.0116625207877327,0.902069638390506,0.457407407407407,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",4,4,17,0.0244725994794392,0.568786149797646,0.547175925925926,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",4,4,42,0.0258115929428848,0.520308402220592,0.587083333333333,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",4,17,42,0.0313786734501192,0.291072773807765,0.558194444444444,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_landmark","cpu",4,4,17,0.0150248284535757,0.837463261557248,0.0938425925925926,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_landmark","cpu",4,4,42,0.0200673718315157,0.710056423198497,0.0984259259259259,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_landmark","cpu",4,17,42,0.0191454360847596,0.736085639529556,0.0941203703703704,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cpu4/20260726_105406_1117508/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cuda_full","cuda",1,4,17,0.00113936158944205,0.999065335721323,0.975555555555556,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cuda_full","cuda",1,4,42,0.00212218503547678,0.996757358086143,0.956388888888889,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cuda_full","cuda",1,17,42,0.00219913851676777,0.996517928644529,0.956851851851852,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cuda_landmark","cuda",1,4,17,0.0131846496836993,0.874838809157051,0.491203703703704,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cuda_landmark","cuda",1,4,42,0.0127350707968902,0.8832289396947,0.47162037037037,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cuda_landmark","cuda",1,17,42,0.00740579351791192,0.960511040106439,0.461990740740741,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cuda_binary_full","cuda",1,4,17,0.023352476828057,0.607356514716444,0.748333333333333,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cuda_binary_full","cuda",1,4,42,0.0293347863393815,0.380418623504441,0.756388888888889,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cuda_binary_full","cuda",1,17,42,0.0198381663259931,0.716641952912008,0.749259259259259,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cuda_binary_landmark","cuda",1,4,17,0.0139267513401757,0.860352829918419,0.122916666666667,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cuda_binary_landmark","cuda",1,4,42,0.0137939148155154,0.863004098124859,0.127962962962963,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cuda_binary_landmark","cuda",1,17,42,0.00980568566763714,0.930770940582997,0.126759259259259,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/COIL20/landmark/cuda/20260726_111014_1117519/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",1,4,17,0.00304334714442335,0.993331387474142,0.959490740740741,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",1,4,42,0.00365950521597315,0.990357775533471,0.955833333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",1,17,42,0.00248600759583011,0.995550231688102,0.95962962962963,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_knn","cpu",1,4,17,7.94636481964408e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_knn","cpu",1,4,42,7.94636481964408e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_knn","cpu",1,17,42,7.94636481964408e-18,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",1,4,17,0.0173661647764214,0.78285975108989,0.71662037037037,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",1,4,42,0.0267670908164571,0.484136451440946,0.688333333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",1,17,42,0.0265421966623589,0.4927684933624,0.710277777777778,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_knn","cpu",1,4,17,0.0173661647764214,0.78285975108989,0.71662037037037,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_knn","cpu",1,4,42,0.0267670908164571,0.484136451440946,0.688333333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_knn","cpu",1,17,42,0.0265421966623589,0.4927684933624,0.710277777777778,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,4,17,0.0321889711284402,0.253986499138558,0.834814814814815,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,4,42,0.0269262728144703,0.477982599270917,0.83625,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_full","cpu",1,17,42,0.0302207515176527,0.342428447949969,0.83212962962963,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,4,17,0.0321889711284402,0.253986499138558,0.834814814814815,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,4,42,0.0269262728144703,0.477982599270917,0.83625,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_knn","cpu",1,17,42,0.0302207515176527,0.342428447949969,0.83212962962963,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","KlugerLab_FItSNE","cpu",1,4,17,0.00356805145191662,0.990833686362263,0.911851851851852,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","KlugerLab_FItSNE","cpu",1,4,42,0.00290672893064117,0.993916667385117,0.933333333333333,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","KlugerLab_FItSNE","cpu",1,17,42,0.00409233384127301,0.987942018686732,0.909305555555556,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","Rtsne_full","cpu",1,4,17,0.0170368741960134,0.791016340693033,0.946342592592593,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","Rtsne_full","cpu",1,4,42,0.025850755050177,0.51885169360174,0.916388888888889,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","Rtsne_full","cpu",1,17,42,0.0183015654903564,0.75883794443358,0.917407407407407,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","Rtsne_neighbors","cpu",1,4,17,1.70693158698383e-17,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","Rtsne_neighbors","cpu",1,4,42,1.70693158698383e-17,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","Rtsne_neighbors","cpu",1,17,42,1.70693158698383e-17,1,1,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","umap_package","cpu",1,4,17,0.00760692580930437,0.958336969406852,0.777962962962963,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","umap_package","cpu",1,4,42,0.00496309463268282,0.982264738000265,0.797361111111111,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","umap_package","cpu",1,17,42,0.00808299448506117,0.952958944111219,0.787824074074074,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","umap_package_knn","cpu",1,4,17,0.00810025412472443,0.952757835842717,0.786435185185185,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","umap_package_knn","cpu",1,4,42,0.0072267920482175,0.962396903218111,0.791018518518519,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","umap_package_knn","cpu",1,17,42,0.00641846405136222,0.970338389839387,0.774953703703704,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_default","cpu",1,4,17,0.0113114689987816,0.907876481744515,0.803935185185185,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_default","cpu",1,4,42,0.0168895020645117,0.794616198409256,0.832037037037037,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_default","cpu",1,17,42,0.0193169753195569,0.731335214442612,0.811805555555556,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_fast_sgd","cpu",1,4,17,0.018001563271787,0.766679478235732,0.805462962962963,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_fast_sgd","cpu",1,4,42,0.0189775810670002,0.740693020128713,0.827314814814815,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_fast_sgd","cpu",1,17,42,0.0214574022573795,0.668497519622804,0.819444444444444,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_knn","cpu",1,4,17,0.0320724578971551,0.259377359993355,0.82462962962963,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_knn","cpu",1,4,42,0.0313148658900227,0.293953005488722,0.819861111111111,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","uwot_knn","cpu",1,17,42,0.025491326958888,0.532138419910051,0.825185185185185,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu1/20260721_084502_1071167/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",4,4,17,0.00262793878076215,0.995027635190488,0.953518518518519,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",4,4,42,0.00231572570077623,0.99613893842471,0.963148148148148,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_full","cpu",4,17,42,0.00237694875567397,0.995932082521288,0.972916666666667,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_knn","cpu",4,4,17,1.27614893204862e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_knn","cpu",4,4,42,1.27614893204862e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_opentsne_cpu_knn","cpu",4,17,42,1.27614893204862e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",4,4,17,0.0244725994794392,0.568786149797646,0.547175925925926,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",4,4,42,0.0258115929428848,0.520308402220592,0.587083333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_full","cpu",4,17,42,0.0313786734501192,0.291072773807765,0.558194444444444,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_knn","cpu",4,4,17,0.0244725994794392,0.568786149797646,0.547175925925926,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_knn","cpu",4,4,42,0.0258115929428848,0.520308402220592,0.587083333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_binary_knn","cpu",4,17,42,0.0313786734501192,0.291072773807765,0.558194444444444,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,4,17,0.0343507137776826,0.150420493333885,0.791990740740741,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,4,42,0.0245573883576633,0.565792967476652,0.805972222222222,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_full","cpu",4,17,42,0.0345292545076457,0.141566019865286,0.785231481481481,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,4,17,0.0343507137776826,0.150420493333885,0.791990740740741,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,4,42,0.0245573883576633,0.565792967476652,0.805972222222222,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","fastEmbedR_umap_cpu_fuzzy_knn","cpu",4,17,42,0.0345292545076457,0.141566019865286,0.785231481481481,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","KlugerLab_FItSNE","cpu",4,4,17,0.00356805145191662,0.990833686362263,0.911851851851852,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","KlugerLab_FItSNE","cpu",4,4,42,0.00290672893064117,0.993916667385117,0.933333333333333,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","KlugerLab_FItSNE","cpu",4,17,42,0.00409233384127301,0.987942018686732,0.909305555555556,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","Rtsne_full","cpu",4,4,17,0.0216585360214502,0.662253628533433,0.930231481481481,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","Rtsne_full","cpu",4,4,42,0.028496158940771,0.41533762644807,0.931712962962963,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","Rtsne_full","cpu",4,17,42,0.0251001966525329,0.546385692163008,0.929537037037037,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","Rtsne_neighbors","cpu",4,4,17,1.70693158698383e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","Rtsne_neighbors","cpu",4,4,42,1.70693158698383e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","Rtsne_neighbors","cpu",4,17,42,1.70693158698383e-17,1,1,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","umap_package","cpu",4,4,17,0.00760692580930437,0.958336969406852,0.777962962962963,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","umap_package","cpu",4,4,42,0.00496309463268282,0.982264738000265,0.797361111111111,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","umap_package","cpu",4,17,42,0.00808299448506117,0.952958944111219,0.787824074074074,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","umap_package_knn","cpu",4,4,17,0.00810025412472443,0.952757835842717,0.786435185185185,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","umap_package_knn","cpu",4,4,42,0.0072267920482175,0.962396903218111,0.791018518518519,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","umap_package_knn","cpu",4,17,42,0.00641846405136222,0.970338389839387,0.774953703703704,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
"COIL20","uwot_default","cpu",4,4,17,0.0113114689987816,0.907876481744515,0.803935185185185,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/COIL20/standard/cpu4/20260721_084502_1071178/stability_pairwise.csv"
