"dataset","method","family","backend","timing_scope","requested_threads","effective_threads","n","p","k","perplexity","input_type","landmark_fraction","n_runs","n_success","status","total_runtime_sec_median","total_runtime_sec_q1","total_runtime_sec_q3","total_runtime_sec_iqr","total_runtime_sec_sd","total_runtime_sec_min","total_runtime_sec_max","preprocess_sec_median","preprocess_sec_q1","preprocess_sec_q3","preprocess_sec_iqr","preprocess_sec_sd","preprocess_sec_min","preprocess_sec_max","knn_sec_median","knn_sec_q1","knn_sec_q3","knn_sec_iqr","knn_sec_sd","knn_sec_min","knn_sec_max","init_sec_median","init_sec_q1","init_sec_q3","init_sec_iqr","init_sec_sd","init_sec_min","init_sec_max","graph_or_affinity_sec_median","graph_or_affinity_sec_q1","graph_or_affinity_sec_q3","graph_or_affinity_sec_iqr","graph_or_affinity_sec_sd","graph_or_affinity_sec_min","graph_or_affinity_sec_max","embedding_sec_median","embedding_sec_q1","embedding_sec_q3","embedding_sec_iqr","embedding_sec_sd","embedding_sec_min","embedding_sec_max","peak_ram_gb_median","peak_ram_gb_q1","peak_ram_gb_q3","peak_ram_gb_iqr","peak_ram_gb_sd","peak_ram_gb_min","peak_ram_gb_max","peak_gpu_mb_median","peak_gpu_mb_q1","peak_gpu_mb_q3","peak_gpu_mb_iqr","peak_gpu_mb_sd","peak_gpu_mb_min","peak_gpu_mb_max","peak_gpu_delta_mb_median","peak_gpu_delta_mb_q1","peak_gpu_delta_mb_q3","peak_gpu_delta_mb_iqr","peak_gpu_delta_mb_sd","peak_gpu_delta_mb_min","peak_gpu_delta_mb_max","trustworthiness_median","trustworthiness_q1","trustworthiness_q3","trustworthiness_iqr","trustworthiness_sd","trustworthiness_min","trustworthiness_max","knn_preservation_15_median","knn_preservation_15_q1","knn_preservation_15_q3","knn_preservation_15_iqr","knn_preservation_15_sd","knn_preservation_15_min","knn_preservation_15_max","knn_preservation_30_median","knn_preservation_30_q1","knn_preservation_30_q3","knn_preservation_30_iqr","knn_preservation_30_sd","knn_preservation_30_min","knn_preservation_30_max","knn_preservation_50_median","knn_preservation_50_q1","knn_preservation_50_q3","knn_preservation_50_iqr","knn_preservation_50_sd","knn_preservation_50_min","knn_preservation_50_max","silhouette_median","silhouette_q1","silhouette_q3","silhouette_iqr","silhouette_sd","silhouette_min","silhouette_max","label_knn_accuracy_median","label_knn_accuracy_q1","label_knn_accuracy_q3","label_knn_accuracy_iqr","label_knn_accuracy_sd","label_knn_accuracy_min","label_knn_accuracy_max","tsne_kl_median","tsne_kl_q1","tsne_kl_q3","tsne_kl_iqr","tsne_kl_sd","tsne_kl_min","tsne_kl_max","n_landmarks_median","n_landmarks_q1","n_landmarks_q3","n_landmarks_iqr","n_landmarks_sd","n_landmarks_min","n_landmarks_max","reference_embedding_sec_median","reference_embedding_sec_q1","reference_embedding_sec_q3","reference_embedding_sec_iqr","reference_embedding_sec_sd","reference_embedding_sec_min","reference_embedding_sec_max","landmark_projection_knn_sec_median","landmark_projection_knn_sec_q1","landmark_projection_knn_sec_q3","landmark_projection_knn_sec_iqr","landmark_projection_knn_sec_sd","landmark_projection_knn_sec_min","landmark_projection_knn_sec_max","landmark_refinement_sec_median","landmark_refinement_sec_q1","landmark_refinement_sec_q3","landmark_refinement_sec_iqr","landmark_refinement_sec_sd","landmark_refinement_sec_min","landmark_refinement_sec_max","landmark_transform_sec_median","landmark_transform_sec_q1","landmark_transform_sec_q3","landmark_transform_sec_iqr","landmark_transform_sec_sd","landmark_transform_sec_min","landmark_transform_sec_max","kodama_core_sec_median","kodama_core_sec_q1","kodama_core_sec_q3","kodama_core_sec_iqr","kodama_core_sec_sd","kodama_core_sec_min","kodama_core_sec_max","kodama_visualization_sec_median","kodama_visualization_sec_q1","kodama_visualization_sec_q3","kodama_visualization_sec_iqr","kodama_visualization_sec_sd","kodama_visualization_sec_min","kodama_visualization_sec_max","kodama_core_peak_ram_gb_median","kodama_core_peak_ram_gb_q1","kodama_core_peak_ram_gb_q3","kodama_core_peak_ram_gb_iqr","kodama_core_peak_ram_gb_sd","kodama_core_peak_ram_gb_min","kodama_core_peak_ram_gb_max","kodama_visualization_peak_ram_gb_median","kodama_visualization_peak_ram_gb_q1","kodama_visualization_peak_ram_gb_q3","kodama_visualization_peak_ram_gb_iqr","kodama_visualization_peak_ram_gb_sd","kodama_visualization_peak_ram_gb_min","kodama_visualization_peak_ram_gb_max","kodama_core_peak_gpu_delta_mb_median","kodama_core_peak_gpu_delta_mb_q1","kodama_core_peak_gpu_delta_mb_q3","kodama_core_peak_gpu_delta_mb_iqr","kodama_core_peak_gpu_delta_mb_sd","kodama_core_peak_gpu_delta_mb_min","kodama_core_peak_gpu_delta_mb_max","kodama_visualization_peak_gpu_delta_mb_median","kodama_visualization_peak_gpu_delta_mb_q1","kodama_visualization_peak_gpu_delta_mb_q3","kodama_visualization_peak_gpu_delta_mb_iqr","kodama_visualization_peak_gpu_delta_mb_sd","kodama_visualization_peak_gpu_delta_mb_min","kodama_visualization_peak_gpu_delta_mb_max","implementation","algorithm"
"USPS","fastEmbedR_umap_cpu_binary_full","UMAP","cpu","full_pipeline",4,4,11000,256,30,,"float32",,3,3,"success",4.797,4.7415,4.8015,0.0599999999999996,0.0668356192460278,4.686,4.806,0.001,0.001,0.001,0,0,0.001,0.001,1.25,1.227,1.2895,0.0625,0.063221831672295,1.204,1.329,,,,,,,,,,,,,,,3.366,3.35,3.4265,0.0764999999999998,0.0806990293208867,3.334,3.487,0.217483520507812,0.207862854003906,0.217720031738281,0.009857177734375,0.0112480254394147,0.1982421875,0.21795654296875,,,,,,,,,,,,,,,0.942255908720456,0.94115492529204,0.945181265960336,0.00402634066829655,0.00416183442468552,0.940053941863624,0.948106623200217,0.425546666666667,0.423733333333334,0.433226666666667,0.00949333333333346,0.0100794826439839,0.42192,0.440906666666667,0.460453333333333,0.459213333333333,0.472693333333333,0.0134799999999999,0.0149011319480546,0.457973333333333,0.484933333333333,0.479344,0.47848,0.492312,0.013832,0.0154970909958396,0.477616,0.50528,0.218334330659639,0.210005400312426,0.229340090659497,0.0193346903470705,0.0193963585022256,0.201676469965213,0.240345850659354,0.716,0.708,0.7192,0.0112000000000001,0.0115377640814848,0.7,0.7224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CPU (4t)","UMAP binary"
"USPS","fastEmbedR_umap_cpu_fuzzy_full","UMAP","cpu","full_pipeline",1,1,11000,256,30,,"float32",,3,3,"success",4.778,4.762,7.142,2.38,2.7389964098796,4.746,9.506,0.001,0.001,0.002,0.001,0.00115470053837925,0.001,0.003,2.132,2.112,3.53,1.418,1.6259413683566,2.092,4.928,,,,,,,,,,,,,,,2.546,2.545,3.488,0.943,1.08830571685227,2.544,4.43,0.180389404296875,0.179840087890625,0.201118469238281,0.0212783813476562,0.0242592304719324,0.179290771484375,0.221847534179688,,,,,,,,,,,,,,,0.890398217875577,0.890226003803314,0.896362205922304,0.00613620211898946,0.00698817036394474,0.890053789731051,0.90232619396903,0.357813333333333,0.357466666666666,0.36752,0.0100533333333335,0.0114137071589873,0.35712,0.377226666666667,0.379146666666667,0.375826666666667,0.390013333333334,0.0141866666666666,0.0148406728408912,0.372506666666667,0.40088,0.388928,0.383592,0.399232,0.01564,0.0159008367075447,0.378256,0.409536,0.117197463190608,0.116274805574587,0.137017030404072,0.0207422248294845,0.0234365303530237,0.115352147958567,0.156836597617536,0.7192,0.718,0.7336,0.0156000000000001,0.0173620275313686,0.7168,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CPU (1t)","UMAP fuzzy"
"USPS","fastEmbedR_umap_cpu_fuzzy_full","UMAP","cpu","full_pipeline",4,4,11000,256,30,,"float32",,3,3,"success",2.386,2.367,2.5585,0.1915,0.211012637852175,2.348,2.731,0.001,0.001,0.001,0,0,0.001,0.001,1.246,1.234,1.431,0.197,0.220874021408887,1.222,1.616,,,,,,,,,,,,,,,1.001,1,1.03,0.0299999999999998,0.0340783411176855,0.999,1.059,0.202407836914062,0.2000732421875,0.204338073730469,0.00426483154296875,0.00427121643833111,0.197738647460938,0.206268310546875,,,,,,,,,,,,,,,0.892893235533822,0.890998467807661,0.894703743547949,0.00370527574028801,0.00370559507743685,0.8891037000815,0.896514251562076,0.339093333333333,0.338053333333333,0.34528,0.00722666666666705,0.00781371254294074,0.337013333333333,0.351466666666667,0.370266666666667,0.366666666666667,0.376186666666667,0.00951999999999997,0.00961376790511053,0.363066666666667,0.382106666666667,0.381168,0.377464,0.389856,0.012392,0.0127217038691102,0.37376,0.398544,0.11229132271084,0.111001214399266,0.135795854304871,0.0247946399056045,0.0279153667712363,0.109711106087692,0.159300385898901,0.7016,0.7,0.712,0.012,0.0130312445043953,0.6984,0.7224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CPU (4t)","UMAP fuzzy"
"USPS","fastEmbedR_umap_metal_binary_full","UMAP","metal","full_pipeline",4,,11000,256,30,,"float32",,3,3,"success",0.879,0.8755,1.032,0.1565,0.178724182284696,0.872,1.185,0.001,0.001,0.00100000000000006,5.50774703622636e-17,6.3472791796645e-17,0.001,0.00100000000000011,0.388,0.3865,0.4725,0.086,0.0984496487212287,0.385,0.557,,,,,,,,,,,,,,,0.389,0.3855,0.431,0.0455,0.0506392469664916,0.382,0.473,0.213607788085938,0.213218688964844,0.229576110839844,0.016357421875,0.0186673329660075,0.21282958984375,0.24554443359375,,,,,,,,,,,,,,,0.943724509644118,0.94201699538169,0.946224504210812,0.00420750882912246,0.00423231286942412,0.940309481119261,0.948724498777506,0.426986666666667,0.424213333333333,0.431546666666667,0.00733333333333347,0.0074055274651465,0.42144,0.436106666666667,0.46216,0.461893333333333,0.4728,0.0109066666666665,0.0124428316415218,0.461626666666667,0.48344,0.48192,0.481648,0.493736,0.012088,0.0138036609636719,0.481376,0.505552,0.225327424537575,0.216860516178898,0.233699947897993,0.016839431719095,0.0168395198901679,0.20839360782022,0.24207247125841,0.7184,0.7164,0.7192,0.00280000000000002,0.00288444102037117,0.7144,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metal","UMAP binary"
"USPS","fastEmbedR_umap_metal_fuzzy_full","UMAP","metal","full_pipeline",4,,11000,256,30,,"float32",,3,3,"success",0.744,0.721,0.769,0.048,0.0480138868800823,0.698,0.794,0.001,0.001,0.001,0,0,0.001,0.001,0.42,0.402,0.4295,0.0275,0.0279344470740577,0.384,0.439,,,,,,,,,,,,,,,0.218,0.2125,0.2295,0.017,0.0173493515728975,0.207,0.241,0.219589233398438,0.215721130371094,0.2296142578125,0.0138931274414062,0.0143406723607101,0.21185302734375,0.239639282226562,,,,,,,,,,,,,,,0.893627470795979,0.89223837000815,0.899243662048356,0.00700529204020606,0.00741823526860653,0.890849269220321,0.904859853300733,0.35888,0.35768,0.368373333333333,0.0106933333333335,0.0117163918096418,0.35648,0.377866666666667,0.37848,0.377026666666667,0.389946666666666,0.01292,0.0141544580073375,0.375573333333333,0.401413333333333,0.389072,0.38572,0.400512,0.014792,0.015511560592023,0.382368,0.411952,0.120565180005272,0.119189812721937,0.139503133505756,0.0203133207838195,0.0227034317408468,0.117814445438602,0.158441087006241,0.716,0.7084,0.7288,0.0204000000000001,0.0206197316503716,0.7008,0.7416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metal","UMAP fuzzy"
"USPS","fastEmbedR_opentsne_cpu_full","t-SNE","cpu","full_pipeline",1,1,11000,256,,30,"float32",,3,3,"success",14.214,14.082,14.311,0.228999999999999,0.22988982868612,13.95,14.408,0.001,0.001,0.001,0,0,0.001,0.001,2.165,2.1325,2.184,0.0514999999999999,0.0520864665724216,2.1,2.203,,,,,,,,,,,,,,,11.397,11.301,11.4775,0.176499999999999,0.176726719353168,11.205,11.558,0.294097900390625,0.2935791015625,0.298149108886719,0.00457000732421875,0.00500442533805825,0.293060302734375,0.302200317382812,,,,,,,,,,,,,,,0.949564357511546,0.949301863624015,0.952457984243412,0.00315612061939652,0.0035026728906689,0.949039369736485,0.955351610975278,0.454346666666667,0.451146666666667,0.460186666666667,0.00903999999999994,0.00916759510449713,0.447946666666667,0.466026666666667,0.455013333333333,0.45392,0.469826666666667,0.0159066666666665,0.0177698671288723,0.452826666666667,0.48464,0.46144,0.459696,0.475472,0.015776,0.0172977982413948,0.457952,0.489504,0.175729814053104,0.174574267299651,0.184145944395394,0.009571677095743,0.0104493553441668,0.173418720546198,0.192562074737684,0.7344,0.7332,0.7416,0.00839999999999996,0.00908625335328044,0.732,0.7488,2.06658049583987,2.06628572149867,2.06681886745772,0.000533145959044745,0.000534139528631428,2.06599094715747,2.06705723907556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CPU (1t)","openTSNE"
"USPS","fastEmbedR_opentsne_cpu_full","t-SNE","cpu","full_pipeline",4,4,11000,256,,30,"float32",,3,3,"success",5.983,5.936,6.3625,0.4265,0.467711805851994,5.889,6.742,0.001,0.001,0.001,0,0,0.001,0.001,1.371,1.3145,1.547,0.2325,0.242520789486867,1.258,1.723,,,,,,,,,,,,,,,4.071,3.975,4.089,0.114000000000001,0.122572427568357,3.879,4.107,0.3233642578125,0.308357238769531,0.336013793945312,0.0276565551757812,0.0276900274361534,0.293350219726562,0.348663330078125,,,,,,,,,,,,,,,0.949564357511546,0.949301863624015,0.952457984243412,0.00315612061939652,0.0035026728906689,0.949039369736485,0.955351610975278,0.454346666666667,0.451146666666667,0.460186666666667,0.00903999999999994,0.00916759510449713,0.447946666666667,0.466026666666667,0.455013333333333,0.45392,0.469826666666667,0.0159066666666665,0.0177698671288723,0.452826666666667,0.48464,0.46144,0.459696,0.475472,0.015776,0.0172977982413948,0.457952,0.489504,0.175729814053104,0.174574267299651,0.184145944395394,0.009571677095743,0.0104493553441668,0.173418720546198,0.192562074737684,0.7344,0.7332,0.7416,0.00839999999999996,0.00908625335328044,0.732,0.7488,2.06658049583987,2.06628572149867,2.06681886745772,0.000533145959044745,0.000534139528631428,2.06599094715747,2.06705723907556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CPU (4t)","openTSNE"
"USPS","fastEmbedR_opentsne_metal_full","t-SNE","metal","full_pipeline",4,,11000,256,,30,"float32",,3,3,"success",2.274,2.2705,2.3,0.0294999999999996,0.0322335229225725,2.267,2.326,0.001,0.001,0.002,0.001,0.00115470053837925,0.001,0.003,0.396,0.394,0.404,0.01,0.0105830052442583,0.392,0.412,,,,,,,,,,,,,,,1.73,1.7275,1.735,0.00749999999999984,0.00763762615825969,1.725,1.74,0.2623291015625,0.259895324707031,0.265022277832031,0.005126953125,0.00512914005442945,0.257461547851562,0.267715454101562,,,,,,,,,,,,,,,0.956151697908177,0.953097984243412,0.956291160010867,0.00319317576745459,0.00360933865653321,0.950044270578647,0.956430622113556,0.45792,0.45176,0.462346666666666,0.0105866666666665,0.0106338606626469,0.4456,0.466773333333333,0.4608,0.458906666666666,0.474333333333333,0.015426666666667,0.0168269202305251,0.457013333333333,0.487866666666667,0.470816,0.469224,0.486072,0.016848,0.0186034961588765,0.467632,0.501328,0.199125650111642,0.19659057193445,0.207787999265882,0.011197427331432,0.0117429494613334,0.194055493757259,0.216450348420123,0.7304,0.728,0.7376,0.00960000000000005,0.00999199679743743,0.7256,0.7448,2.01785704705339,2.0161748538324,2.01942449509725,0.0032496412648495,0.00325031647209514,2.01449266061142,2.02099194314112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metal","openTSNE"
"COIL20","fastEmbedR_umap_metal_binary_full","UMAP","metal","full_pipeline",4,,1440,16384,30,,"float32",,3,3,"success",2.441,2.4315,2.4645,0.0330000000000004,0.0339754813554323,2.422,2.488,0.005,0.005,0.0055,5e-04,0.000577350269189626,0.005,0.006,2.06,2.0555,2.087,0.0314999999999994,0.0340734500748015,2.051,2.114,,,,,,,,,,,,,,,0.256,0.256,0.257,0.001,0.00115470053837925,0.256,0.258,0.404006958007812,0.40350341796875,0.407005310058594,0.00350189208984375,0.00378654775050427,0.402999877929688,0.410003662109375,,,,,,,,,,,,,,,0.888580425422531,0.885709465972624,0.89136302294197,0.00565355696934644,0.00565378713924555,0.882838506522717,0.89414562046141,0.517521367521368,0.516025641025641,0.533547008547009,0.017521367521368,0.0194260424491038,0.514529914529914,0.54957264957265,0.537393162393162,0.513675213675214,0.54775641025641,0.0340811965811966,0.0349424856783115,0.489957264957265,0.558119658119658,0.61474358974359,0.594935897435897,0.615641025641026,0.0207051282051286,0.0234072980035008,0.575128205128205,0.616538461538462,0.437372426315075,0.417683461387771,0.438526436091011,0.0208429747032405,0.0234295635604747,0.397994496460467,0.439680445866948,0.615384615384615,0.557692307692307,0.641025641025641,0.0833333333333335,0.0853631810061461,0.5,0.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metal","UMAP binary"
"COIL20","fastEmbedR_umap_metal_fuzzy_full","UMAP","metal","full_pipeline",4,,1440,16384,30,,"float32",,3,3,"success",2.461,2.449,2.4955,0.0465,0.0482804308182932,2.437,2.53,0.005,0.0045,0.005,5e-04,0.000577350269189626,0.004,0.005,2.119,2.107,2.1565,0.0495000000000001,0.0516430053347013,2.095,2.194,,,,,,,,,,,,,,,0.226,0.226,0.227,0.001,0.00115470053837925,0.226,0.228,0.373016357421875,0.370475769042969,0.389915466308594,0.019439697265625,0.0211334852821355,0.367935180664062,0.406814575195312,,,,,,,,,,,,,,,0.854077501445923,0.84640768588137,0.862415654520918,0.0160079686395476,0.016012618512932,0.838737870316818,0.870753807595913,0.494444444444444,0.490811965811966,0.512820512820513,0.022008547008547,0.0235973293885103,0.487179487179487,0.531196581196581,0.471153846153846,0.454594017094017,0.479273504273504,0.024679487179487,0.0251559651496201,0.438034188034188,0.487393162393162,0.509871794871795,0.499358974358974,0.528910256410257,0.0295512820512821,0.0299584232313238,0.488846153846154,0.547948717948718,0.533662770311314,0.53178877316484,0.540639419920578,0.00885064675573699,0.00932807422319901,0.529914776018367,0.547616069529841,0.621794871794872,0.58974358974359,0.631410256410256,0.0416666666666664,0.043633713368936,0.557692307692308,0.641025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metal","UMAP fuzzy"
"COIL20","fastEmbedR_opentsne_metal_full","t-SNE","metal","full_pipeline",4,,1440,16384,,30,"float32",,3,3,"success",3.004,2.896,3.0445,0.1485,0.153528498983088,2.788,3.085,0.005,0.0045,0.005,5e-04,0.000577350269189626,0.004,0.005,2.052,1.9995,2.102,0.1025,0.102510162097879,1.947,2.152,,,,,,,,,,,,,,,0.722,0.6855,0.726,0.0405,0.0446355613085949,0.649,0.73,0.528839111328125,0.474578857421875,0.576034545898438,0.101455688476562,0.10153764793581,0.420318603515625,0.62322998046875,,,,,,,,,,,,,,,0.902204228520018,0.89878381852066,0.910457232825654,0.0116734143049935,0.0120022188551,0.895363408521303,0.91871023713129,0.521794871794872,0.51965811965812,0.53931623931624,0.0196581196581195,0.0215716742976476,0.517521367521368,0.556837606837607,0.565598290598291,0.55715811965812,0.589209401709402,0.032051282051282,0.0332265529813267,0.548717948717949,0.612820512820513,0.673461538461538,0.665064102564102,0.675576923076923,0.0105128205128207,0.0111208865611013,0.656666666666667,0.677692307692308,0.45163351606484,0.449830149402594,0.467053717586632,0.017223568184038,0.0189329703125068,0.448026782740349,0.482473919108425,0.596153846153846,0.580128205128205,0.599358974358974,0.0192307692307694,0.0206060913696433,0.564102564102564,0.602564102564103,0.724496362279948,0.721891988233545,0.72525649864466,0.00336451041111541,0.00352897546728414,0.719287614187142,0.726016635009373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metal","openTSNE"
