"candidate","reference","family","matched_datasets","speedup_median","speedup_q1","speedup_q3","speedup_min","speedup_max","trust_delta_median","trust_delta_max_abs","preserve30_delta_median","label_accuracy_delta_median","ram_ratio_median"
"fastEmbedR_opentsne_cpu_full","Rtsne_full","t-SNE",9,1.80908907930301,0.974816117684682,2.74906642823331,0.498580352072686,6.79664247251647,0.038583035722731,0.198142674085315,0.037488328664799,0.00916380297823605,0.810236724929501
"fastEmbedR_opentsne_cuda_full","Rtsne_full","t-SNE",9,54.2061027837259,15.897001303781,64.9293085655315,1.25249643366619,399.67036203014,0.041382669806948,0.200282819086158,0.040569561157796,0.024054982817869,0.782163626703592
"fastEmbedR_umap_cpu_fuzzy_full","uwot_fast_sgd","UMAP",9,1.30566324287598,1.28000682943486,1.78886465527687,0.991628359479509,2.35874439461883,-0.00118752318327398,0.033612878349721,-0.00126050420168,-0.00159999999999993,0.63011900356179
"fastEmbedR_umap_cuda_fuzzy_full","uwot_fast_sgd","UMAP",9,63.4557613168724,31.7545731707317,66.2783389450056,2.72068965517241,445.833898305085,-0.00123321530939102,0.020246709392874,-0.00241666666666601,-0.00350000000000006,0.842774604999521
